video_id,video_title,video_url,playlist_names,priority,target_reason,expected_pedagogical_role,academic_level_guess,transcript_status,already_has_transcript,recommended_for_targeted_fetch,first_pass_l3_fetch_priority,exclusion_reason
45gLlkMPp1g,🍁Understanding the wines of British Columbia for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=45gLlkMPp1g,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_DIPLOMA,completed,true,false,false,diploma_level_content
Jfj5DLT4L9A,100 Years of Pinotage - South Africa's Signature Grape,https://www.youtube.com/watch?v=Jfj5DLT4L9A,Understanding WSET Level 3 Wine Theory; WSET Diploma - Unit 3 - Mastering Still Wines of the World; Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
mcD8EbpqNMQ,100 years of Pinotage Part 2 - 5 South African Wines Reviewed,https://www.youtube.com/watch?v=mcD8EbpqNMQ,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions,C,general wine culture or promotional/lifestyle content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
-U9hytxv71s,[Private video],https://www.youtube.com/watch?v=-U9hytxv71s,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
5mfM5m0d5mY,[Private video],https://www.youtube.com/watch?v=5mfM5m0d5mY,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions; WSET Diploma - Unit 3 - Mastering Still Wines of the World; Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
6Cuat1Yovz0,[Private video],https://www.youtube.com/watch?v=6Cuat1Yovz0,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
6m-sh8d30a0,[Private video],https://www.youtube.com/watch?v=6m-sh8d30a0,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
DJjkmahjU5Q,[Private video],https://www.youtube.com/watch?v=DJjkmahjU5Q,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
LUB7N9EEMH4,[Private video],https://www.youtube.com/watch?v=LUB7N9EEMH4,WSET Level 3 Mock Exam Questions,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
MUj3D6XmHQg,[Private video],https://www.youtube.com/watch?v=MUj3D6XmHQg,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
rN633H70iBA,[Private video],https://www.youtube.com/watch?v=rN633H70iBA,WSET Level 3 Mock Exam Questions,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
rumC_LAp5CY,[Private video],https://www.youtube.com/watch?v=rumC_LAp5CY,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
wBvVvn0YHwI,[Private video],https://www.youtube.com/watch?v=wBvVvn0YHwI,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
yU_zJRnc_8w,[Private video],https://www.youtube.com/watch?v=yU_zJRnc_8w,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,private_or_disabled
JhmY3S9A0GY,Advanced Guide to Sauvignon Blanc For WSET Level 3 and 4,https://www.youtube.com/watch?v=JhmY3S9A0GY,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
pSFMGC9LsCE,Cave de Lugny Les Charmes Mâcon-Lugny,https://www.youtube.com/watch?v=pSFMGC9LsCE,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
xX0JGWwmCE0,Chenin Blanc in the Loire Valley for WSET level 3,https://www.youtube.com/watch?v=xX0JGWwmCE0,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions; Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
nRNmL39EH2E,Co-op Top Drop: Riesling Kabinett (Mosel) -  Reichsgraf von Kesselstatt,https://www.youtube.com/watch?v=nRNmL39EH2E,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
XiXT-r8LfHE,Communicating the Diversity of Rioja Wines with Jimmy Smith,https://www.youtube.com/watch?v=XiXT-r8LfHE,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
Wlk-pP8CU_E,Condado do Tea: The Hidden Gem of Rías Baixas ✨,https://www.youtube.com/watch?v=Wlk-pP8CU_E,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
A3ylUdsBQ-g,Discover Blaufränkisch for WSET Level 3,https://www.youtube.com/watch?v=A3ylUdsBQ-g,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
C3ioJD3Ggug,Discover Chile's Signature Grape! Carmenere for WSET Level 3,https://www.youtube.com/watch?v=C3ioJD3Ggug,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
rZI3a6nDx-4,Discover the Rich History of Australian Wine 🍇,https://www.youtube.com/watch?v=rZI3a6nDx-4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
fYZfqNzKoNM,"Discovering the Unique Wines of O Rosal, Rías Baixas: Hidden Gems Beyond Albariño! 🍷",https://www.youtube.com/watch?v=fYZfqNzKoNM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
DfTNMdLvodU,"Exploring Elqui Valley: Syrah, Sauvignon Blanc & the Future of Chilean Wines 🍷",https://www.youtube.com/watch?v=DfTNMdLvodU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
rcKRVxKUki0,Garganega for WSET Level 3,https://www.youtube.com/watch?v=rcKRVxKUki0,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
YOoPEnI0Ri0,Grüner Veltliner for WSET Level 3,https://www.youtube.com/watch?v=YOoPEnI0Ri0,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
HQYHGxFg9zQ,Jimmy's Top Tips for the London Real Wine Fair on  April 28/29th 2024,https://www.youtube.com/watch?v=HQYHGxFg9zQ,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
cMS_DSovFsA,Listan Blanco - The Grape of the Canary Islands,https://www.youtube.com/watch?v=cMS_DSovFsA,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
xS-j-T231G4,Master Wine Temperatures: Serve Like a Pro!,https://www.youtube.com/watch?v=xS-j-T231G4,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
RDFLfDyB1fA,Mastering Sweet Wine Production for Level 3 Exams | Wine with Jimmy,https://www.youtube.com/watch?v=RDFLfDyB1fA,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
jcNvi9VPcU4,Mastering Wine Aromas: A Sensory Science Approach to Tasting with Sietze Wijma Part 1!,https://www.youtube.com/watch?v=jcNvi9VPcU4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
CD0eVE_FFMU,The History of Wine in Chile,https://www.youtube.com/watch?v=CD0eVE_FFMU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
bbnHV-Rsjnw,The Noble Nine - Cabernet Sauvignon For WSET Level 3,https://www.youtube.com/watch?v=bbnHV-Rsjnw,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
cWgjkAhjqwI,The Volcanic History and Geology of the Wines of the Canaries,https://www.youtube.com/watch?v=cWgjkAhjqwI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
_sqN26Cu9Ec,Viognier for WSET level 2 and level 3,https://www.youtube.com/watch?v=_sqN26Cu9Ec,Understanding WSET Level 3 Wine Theory; Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
J0smoInd_Rw,Wine & Altitude: San Juan Uncovered ⛰️🍷,https://www.youtube.com/watch?v=J0smoInd_Rw,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
GU7QkfInQCI,"Wine Aromas with Sietze Wijma (Part 3) – Butter, Vanilla, Clove & Petrol",https://www.youtube.com/watch?v=GU7QkfInQCI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,UNKNOWN,failed,false,false,false,low_pedagogical_value
h5u506DH-xw,WSET Level 3 New Zealand 🍷 Marlborough and Sauvignon Blanc,https://www.youtube.com/watch?v=h5u506DH-xw,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
gdNTRCSMRSw,Zinfandel for WSET Level 3,https://www.youtube.com/watch?v=gdNTRCSMRSw,Understanding WSET Level 3 Wine Theory; Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,failed,false,false,false,low_pedagogical_value
4-cmZaFdagc,Beare Green Winery Spring Release,https://www.youtube.com/watch?v=4-cmZaFdagc,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties; Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions; WSET Diploma - Unit 3 - Mastering Still Wines of the World; Grape Varieties for WSET Level 3,C,general wine culture or promotional/lifestyle content,low_priority_context,UNKNOWN,completed,true,false,false,already_has_transcript
3QVqzLJ3qOE,Carignan for WSET Level 3,https://www.youtube.com/watch?v=3QVqzLJ3qOE,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,completed,true,false,false,already_has_transcript
1JQyQbQGwgE,Explaining Wine Terminology: Fining,https://www.youtube.com/watch?v=1JQyQbQGwgE,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,completed,true,false,false,already_has_transcript
0nvIIRWzHsY,How to store your wine.,https://www.youtube.com/watch?v=0nvIIRWzHsY,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,UNKNOWN,completed,true,false,false,already_has_transcript
11apDjJhUH0,Oregon and Washington for WSET Level 3,https://www.youtube.com/watch?v=11apDjJhUH0,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,WSET_L3,completed,true,false,false,already_has_transcript
48Cpyz0ZTK4,🍷 Primitivo (Zinfandel) for WSET Level 3🍷,https://www.youtube.com/watch?v=48Cpyz0ZTK4,Grape Varieties for WSET Level 3,C,narrow regional or varietal content,low_priority_context,WSET_L3,completed,true,false,false,already_has_transcript
hzYj2ndGZoo,An Introduction to Sardinian Wines - Its History & Wine Business for WSET Diploma,https://www.youtube.com/watch?v=hzYj2ndGZoo,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
HsP3DrKIgjc,Australian wine laws and business. For WSET Level 4 (Diploma),https://www.youtube.com/watch?v=HsP3DrKIgjc,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
kqVj7NgVudA,"Breede River Valley wines, South Africa for WSET Level 4 (Diploma)",https://www.youtube.com/watch?v=kqVj7NgVudA,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
pS8X2snCyeM,Cahors for WSET Level 4 Diploma D3 - The Home of Malbec - Part 1 Intro and History,https://www.youtube.com/watch?v=pS8X2snCyeM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
R9qdr3qZRgk,"California Central Coast, Monterey and Santa Lucia Lucia Highlands for WSET Level 4 (Diploma)",https://www.youtube.com/watch?v=R9qdr3qZRgk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
n1sJITldpkk,California Central Valley and Lodi AVA for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=n1sJITldpkk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
vgEWF-i_o6s,California Sierra Foothills and Southern for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=vgEWF-i_o6s,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
G9QQ8JwcMME,Chenin Blanc in South Africa for WSET Level 4,https://www.youtube.com/watch?v=G9QQ8JwcMME,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
yMFQqKkZiKg,China’s Wine Journey from 4th Century BC to Bordeaux Style🍷For WSET Diploma,https://www.youtube.com/watch?v=yMFQqKkZiKg,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
RkjAnMTGNrM,Discover the Sonoma Coast AVA for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=RkjAnMTGNrM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
cIMjg7ZvKwg,Discover The Wines of Wachau for WSET Diploma,https://www.youtube.com/watch?v=cIMjg7ZvKwg,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
NGgJnBYlOsY,Explaining Wine Terminology - Semi-Carbonic Maceration for WSET Level 3 & Level 4 (WSET Diploma),https://www.youtube.com/watch?v=NGgJnBYlOsY,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,diploma_level_content
Y1w0TP1eX_Y,Explaining Wine Terminology: Methoxypyrazines for WSET Levels 3 and 4,https://www.youtube.com/watch?v=Y1w0TP1eX_Y,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
SUjep4QTrAM,Exploring Garnacha and Cariñena from Priorat for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=SUjep4QTrAM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
FMeVzaN7hVM,Exploring Germany's Pfalz Wines for WSET Diploma,https://www.youtube.com/watch?v=FMeVzaN7hVM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
bk6IY6JwqoM,Exploring Kremstal for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=bk6IY6JwqoM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
mBF4_0x6lg8,Exploring Russian River Wines for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=mBF4_0x6lg8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
tSS40zhH3Z8,Exploring the Hunter Valley for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=tSS40zhH3Z8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
P3zFkc88Ais,Exploring the wines of Burgenland for WSET Level 4 Diploma,https://www.youtube.com/watch?v=P3zFkc88Ais,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
JAnrwlx_wl4,Hawkes Bay Wines for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=JAnrwlx_wl4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
wJAInvJPb6g,History of Ribera Del Duero Wine For WSET Level 4 (Diploma),https://www.youtube.com/watch?v=wJAInvJPb6g,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
hctiWekoAb4,History of Wine in Puglia: WSET Level 4 Diploma D3,https://www.youtube.com/watch?v=hctiWekoAb4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
EaBuSTg7-qA,How to open a bottle of wine! (for WSET),https://www.youtube.com/watch?v=EaBuSTg7-qA,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
yc484RQH1qU,How to preserve an open bottle of wine! For WSET,https://www.youtube.com/watch?v=yc484RQH1qU,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
9bSbqvZN3WQ,Introducing the wines of DO Ribeiro and Treixadura for WSET Level 4 (DIploma),https://www.youtube.com/watch?v=9bSbqvZN3WQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
dNXq8YgNci0,Introduction and History of the Douro Valley for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=dNXq8YgNci0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
vB23CNJ9e_Q,Introduction and Wine Business of Vinho Verde for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=vB23CNJ9e_Q,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
aPGazxIlEvk,"Introduction to the wines of DO Yecla, Spain for WSET level 4 (Diploma)",https://www.youtube.com/watch?v=aPGazxIlEvk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
AzgG1IVQIk4,Introduction to the Wines of Long Island for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=AzgG1IVQIk4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
gn0DtmcYbkg,Introduction to the wines of Rías Baixas for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=gn0DtmcYbkg,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
rPkk8KxVERo,Introduction to the Wines of the Finger Lakes for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=rPkk8KxVERo,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
pY6xBSYV1VI,Introduction to Wine and Food for WSET,https://www.youtube.com/watch?v=pY6xBSYV1VI,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties; Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
f2nsMB3OpZ4,Learn all about Greco Wines from Campania for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=f2nsMB3OpZ4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
g8BRpdXyMuM,Master the German Wine Laws for WSET Level 4 Diploma,https://www.youtube.com/watch?v=g8BRpdXyMuM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
OMeh8J7hebY,Master the History of Italian Wine from Valle d'Aosta - WSET Level 4 Diploma D3 Italy,https://www.youtube.com/watch?v=OMeh8J7hebY,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ECazPkImn-Q,Mastering Margaret River: WSET Diploma Essentials,https://www.youtube.com/watch?v=ECazPkImn-Q,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
cZ7fmAeu7sI,New Zealand's Marlborough  Wairau Valley for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=cZ7fmAeu7sI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
dnVJhbC_UlA,One of the Best Sauvignon Blancs? | Greywacke Wild 2023 (WSET SAT),https://www.youtube.com/watch?v=dnVJhbC_UlA,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
yrDhFRFqqIs,Prädikatswein Categories for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=yrDhFRFqqIs,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
lHE1OqplIP4,Puglia Part 3: Primitivo Wines for WSET Level 4 Diploma,https://www.youtube.com/watch?v=lHE1OqplIP4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
xG5KrH1CEso,Should you decant your wine? (For WSET),https://www.youtube.com/watch?v=xG5KrH1CEso,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
oYi0pP_4EAM,South Africa Wine Styles for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=oYi0pP_4EAM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
wPmhBwCDSsk,Stellenbosch Wines for WSET Level 4 Diploma D3,https://www.youtube.com/watch?v=wPmhBwCDSsk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
CCXLJD4Ol_c,"Syrah, Grenache and Mourvedre for WSET Level 4 Diploma D3",https://www.youtube.com/watch?v=CCXLJD4Ol_c,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
SSQ9J8k-L5A,The Art of Wine Glass Selection (For WSET),https://www.youtube.com/watch?v=SSQ9J8k-L5A,Understanding WSET Level 3 Wine Theory,C,narrow regional or varietal content,low_priority_context,MIXED,failed,false,false,false,low_pedagogical_value
PMZRXmVCXJI,The complete guide to New Zealand Sauvignon Blanc for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=PMZRXmVCXJI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
hzxkVD6m3HU,The Fascinating History of Wine in Rioja (For WSET Level 4 Diploma),https://www.youtube.com/watch?v=hzxkVD6m3HU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
RveO82Fdfqw,The History Of Californian Wine for WSET L4 (Diploma),https://www.youtube.com/watch?v=RveO82Fdfqw,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ADXEJOGXBFA,The History of Greek Wine for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=ADXEJOGXBFA,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
STZJ9FYs_w0,The History of Oregon Wine for WSET Level 4 for WSET Diploma,https://www.youtube.com/watch?v=STZJ9FYs_w0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
E59iBRFH_lI,The History of South African Wine for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=E59iBRFH_lI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
dfFc4fGXkBk,The History of Spanish Wine for WSET Level 4 Diploma,https://www.youtube.com/watch?v=dfFc4fGXkBk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
W6z0Kq7U378,The History of Virginian Wine Part 1 for WSET Diploma,https://www.youtube.com/watch?v=W6z0Kq7U378,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
A59hyQ2VylE,"The History of wine in Castilla y León, Spain for WSET Diploma",https://www.youtube.com/watch?v=A59hyQ2VylE,WSET Diploma - Unit 3 - Mastering Still Wines of the World,C,narrow regional or varietal content,low_priority_context,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
